nama_file,label,pred_label,prob_recyclable,prob_electronic,prob_organic,skor_variansi,skor_entropi,skor_grabcut,skor_akhir,kategori,rule_triggered,prob_recyclable_adj,prob_organic_adj,prob_electronic_adj,pred_label_after,kelompok,pred_clip,prob_recyclable_clip,prob_electronic_clip,prob_organic_clip,pred_siglip,prob_recyclable_siglip,prob_electronic_siglip,prob_organic_siglip
R_1127.jpg,Recyclable,Organic,0.0983927324414253,0.0722489580512046,0.8293582797050476,0.818,0.954,0.371,0.674,full_frame,False,0.0983927324414253,0.8293582797050476,0.0722489580512046,Organic,recyclable_salah_jadi_organic,Recyclable,0.8916,0.0781,0.0304,Organic,0.1393,0.0993,0.7614
R_1560.jpg,Recyclable,Organic,0.2673967778682709,0.0285237524658441,0.7040795087814331,0.394,0.874,0.136,0.444,perlu_cek_manual,False,0.2673967778682709,0.7040795087814331,0.0285237524658441,Organic,recyclable_salah_jadi_organic,Organic,0.4543,0.0034,0.5423,Organic,0.0254,0.3425,0.6321
R_2065.jpg,Recyclable,Organic,0.4148926138877868,0.0867093503475189,0.4983980357646942,0.975,0.99,0.03,0.763,full_frame,False,0.4148926138877868,0.4983980357646942,0.0867093503475189,Organic,recyclable_salah_jadi_organic,Recyclable,0.8607,0.0114,0.1279,Electronic,0.0202,0.7601,0.2197
R_2300.jpg,Recyclable,Organic,0.3345875442028045,0.039110854268074,0.6263015866279602,1.0,1.0,0.0,0.8,full_frame,True,0.4345875442028045,0.5263015866279602,0.0391108691692352,Organic,recyclable_salah_jadi_organic,Recyclable,0.8062,0.0172,0.1767,Recyclable,0.5454,0.0485,0.4062
R_2458.jpg,Recyclable,Organic,0.4509796500205993,0.0601000413298606,0.4889202415943146,0.261,0.391,0.533,0.348,background_terpisah,False,0.4509796500205993,0.4889202415943146,0.0601000413298606,Organic,recyclable_salah_jadi_organic,Recyclable,0.9298,0.0111,0.0591,Organic,0.0674,0.07,0.8626
R_2482.jpg,Recyclable,Organic,0.4470425844192505,0.0471468307077884,0.5058106184005737,0.104,0.163,0.38,0.186,background_terpisah,False,0.4470425844192505,0.5058106184005737,0.0471468307077884,Organic,recyclable_salah_jadi_organic,Recyclable,0.6532,0.0185,0.3283,Electronic,0.0473,0.539,0.4137
R_254.jpg,Recyclable,Organic,0.1725795120000839,0.221167579293251,0.6062529683113098,0.621,0.969,0.394,0.553,perlu_cek_manual,False,0.1725795120000839,0.6062529683113098,0.221167579293251,Organic,recyclable_salah_jadi_organic,Recyclable,0.649,0.1512,0.1998,Organic,0.0812,0.4003,0.5186
R_3109.jpg,Recyclable,Organic,0.1659443825483322,0.2345111817121505,0.5995444059371948,0.995,0.875,0.356,0.603,perlu_cek_manual,False,0.1659443825483322,0.5995444059371948,0.2345111817121505,Organic,recyclable_salah_jadi_organic,Electronic,0.0578,0.7439,0.1983,Organic,0.015,0.4125,0.5725
R_3136.jpg,Recyclable,Organic,0.4651271104812622,0.0234887078404426,0.5113842487335205,0.55,0.92,0.501,0.675,full_frame,False,0.4651271104812622,0.5113842487335205,0.0234887078404426,Organic,recyclable_salah_jadi_organic,Electronic,0.0867,0.4681,0.4452,Electronic,0.2075,0.4786,0.3139
R_3477.jpg,Recyclable,Organic,0.3916113674640655,0.0607050657272338,0.547683596611023,1.0,0.372,0.421,0.509,perlu_cek_manual,False,0.3916113674640655,0.547683596611023,0.0607050657272338,Organic,recyclable_salah_jadi_organic,Recyclable,0.8467,0.018,0.1354,Recyclable,0.421,0.2942,0.2848
R_3726.jpg,Recyclable,Organic,0.4173472225666046,0.0208505354821681,0.5618022680282593,1.0,1.0,0.147,0.574,perlu_cek_manual,False,0.4173472225666046,0.5618022680282593,0.0208505354821681,Organic,recyclable_salah_jadi_organic,Organic,0.088,0.1549,0.7571,Electronic,0.2925,0.3828,0.3247
R_3814.jpg,Recyclable,Organic,0.3687571287155151,0.2246786206960678,0.4065642356872558,0.67,1.0,0.261,0.753,full_frame,False,0.3687571287155151,0.4065642356872558,0.2246786206960678,Organic,recyclable_salah_jadi_organic,Recyclable,0.5406,0.2555,0.2039,Electronic,0.1667,0.4803,0.3529
R_400.jpg,Recyclable,Organic,0.1522071361541748,0.0288555957376956,0.8189373016357422,0.05,0.175,0.292,0.139,background_terpisah,False,0.1522071361541748,0.8189373016357422,0.0288555957376956,Organic,recyclable_salah_jadi_organic,Recyclable,0.6553,0.0008,0.3438,Recyclable,0.6117,0.2182,0.1701
R_4410.jpg,Recyclable,Organic,0.2625747919082641,0.0111620044335722,0.7262632250785828,0.761,0.948,0.561,0.542,perlu_cek_manual,False,0.2625747919082641,0.7262632250785828,0.0111620044335722,Organic,recyclable_salah_jadi_organic,Organic,0.458,0.0503,0.4917,Organic,0.0783,0.4474,0.4743
R_4473.jpg,Recyclable,Organic,0.2701806426048279,0.049326367676258,0.6804929375648499,1.0,1.0,0.577,0.915,full_frame,False,0.2701806426048279,0.6804929375648499,0.049326367676258,Organic,recyclable_salah_jadi_organic,Organic,0.3562,0.0213,0.6225,Organic,0.1621,0.2214,0.6165
R_4504.jpg,Recyclable,Organic,0.3550832569599151,0.0386758483946323,0.6062408685684204,0.361,0.436,0.521,0.353,perlu_cek_manual,False,0.3550832569599151,0.6062408685684204,0.0386758483946323,Organic,recyclable_salah_jadi_organic,Recyclable,0.9467,0.0038,0.0495,Organic,0.3601,0.2253,0.4145
R_4524.jpg,Recyclable,Organic,0.3514716923236847,0.1456411331892013,0.5028871893882751,0.73,0.977,0.045,0.722,full_frame,False,0.3514716923236847,0.5028871893882751,0.1456411331892013,Organic,recyclable_salah_jadi_organic,Recyclable,0.7228,0.1658,0.1113,Recyclable,0.4975,0.0724,0.4301
R_4529.jpg,Recyclable,Organic,0.3527578115463257,0.0326833389699459,0.6145588159561157,1.0,0.963,0.419,0.705,full_frame,False,0.3527578115463257,0.6145588159561157,0.0326833389699459,Organic,recyclable_salah_jadi_organic,Organic,0.0163,0.0019,0.9818,Organic,0.1175,0.1149,0.7676
R_4623.jpg,Recyclable,Organic,0.2726836204528808,0.0842045918107032,0.6431117653846741,0.867,1.0,0.024,0.74,full_frame,True,0.3726836204528808,0.5431117653846741,0.084204614162445,Organic,recyclable_salah_jadi_organic,Electronic,0.1764,0.7519,0.0717,Organic,0.2693,0.132,0.5987
R_4657.jpg,Recyclable,Organic,0.2284531444311142,0.0378357842564582,0.7337110638618469,0.801,0.908,0.0,0.639,perlu_cek_manual,False,0.2284531444311142,0.7337110638618469,0.0378357842564582,Organic,recyclable_salah_jadi_organic,Organic,0.3029,0.2619,0.4352,Recyclable,0.6127,0.3122,0.0751
R_4697.jpg,Recyclable,Organic,0.4141776859760284,0.0218362305313348,0.5639861226081848,1.0,0.989,0.012,0.726,full_frame,True,0.5141776859760284,0.4639861226081848,0.0218361914157867,Recyclable,recyclable_salah_jadi_organic,Organic,0.4564,0.001,0.5426,Organic,0.4054,0.052,0.5426
R_4705.jpg,Recyclable,Organic,0.3900513648986816,0.0823757871985435,0.5275728702545166,0.223,0.834,0.13,0.401,perlu_cek_manual,False,0.3900513648986816,0.5275728702545166,0.0823757871985435,Organic,recyclable_salah_jadi_organic,Recyclable,0.8082,0.0006,0.1912,Organic,0.0435,0.2418,0.7147
R_4734.jpg,Recyclable,Organic,0.2209787368774414,0.0823588743805885,0.6966623067855835,0.895,0.996,0.483,0.864,full_frame,False,0.2209787368774414,0.6966623067855835,0.0823588743805885,Organic,recyclable_salah_jadi_organic,Recyclable,0.9108,0.0106,0.0786,Organic,0.0744,0.0974,0.8282
R_4741.jpg,Recyclable,Organic,0.2104931324720382,0.117912471294403,0.6715943813323975,0.753,0.965,0.333,0.486,perlu_cek_manual,False,0.2104931324720382,0.6715943813323975,0.117912471294403,Organic,recyclable_salah_jadi_organic,Recyclable,0.8437,0.114,0.0423,Organic,0.0856,0.1606,0.7538
R_4868.jpg,Recyclable,Organic,0.2129732966423034,0.0444022752344608,0.7426244616508484,0.702,0.97,0.0,0.58,perlu_cek_manual,False,0.2129732966423034,0.7426244616508484,0.0444022752344608,Organic,recyclable_salah_jadi_organic,Recyclable,0.5324,0.2352,0.2323,Organic,0.2045,0.1325,0.663
R_4889.jpg,Recyclable,Organic,0.0464806668460369,0.0369670614600181,0.9165522456169128,1.0,0.836,0.553,0.7,full_frame,False,0.0464806668460369,0.9165522456169128,0.0369670614600181,Organic,recyclable_salah_jadi_organic,Recyclable,0.6399,0.0002,0.3599,Organic,0.1665,0.2946,0.5389
R_4899.jpg,Recyclable,Organic,0.2564655244350433,0.0694203972816467,0.6741140484809875,0.0,-0.0,0.224,0.045,background_terpisah,False,0.2564655244350433,0.6741140484809875,0.0694203972816467,Organic,recyclable_salah_jadi_organic,Recyclable,0.4864,0.3205,0.1932,Electronic,0.0901,0.4867,0.4232
R_502.jpg,Recyclable,Organic,0.2177368104457855,0.045041624456644,0.7372215390205383,1.0,1.0,0.178,0.718,full_frame,True,0.3177368104457855,0.6372215390205384,0.0450416505336761,Organic,recyclable_salah_jadi_organic,Recyclable,0.9812,0.0005,0.0183,Organic,0.1364,0.2084,0.6552
R_5191.jpg,Recyclable,Organic,0.2085370421409607,0.1299286633729934,0.661534309387207,0.33,0.486,0.481,0.559,perlu_cek_manual,False,0.2085370421409607,0.661534309387207,0.1299286633729934,Organic,recyclable_salah_jadi_organic,Recyclable,0.5027,0.0002,0.4971,Organic,0.1528,0.0294,0.8178
